,Datetime,Id,District Name,Weekday,Part of the day,Mild injuries,Serious injuries,Victims,Vehicles involved,Longitude,Latitude,Datetime.1
6774,2017-01-14 23:00:00,2017S000384    ,Eixample,Saturday,Night,1,0,1,1,2.182242,41.4069,2017-01-14 23:00:00
7092,2017-01-15 00:00:00,2017S000381    ,Sants-Montjuïc,Sunday,Night,0,0,0,1,2.171625,41.366096,2017-01-15 00:00:00
8776,2017-01-15 01:00:00,2017S000383    ,Gràcia,Sunday,Night,1,0,1,2,2.155905,41.395872,2017-01-15 01:00:00
9700,2017-01-15 03:00:00,2017S000382    ,Sants-Montjuïc,Sunday,Night,1,0,1,2,2.168721,41.374783,2017-01-15 03:00:00
4813,2017-01-15 10:00:00,2017S000385    ,Gràcia,Sunday,Morning,1,0,1,1,2.1581810000000003,41.410608,2017-01-15 10:00:00
1108,2017-01-15 12:00:00,2017S000386    ,Horta-Guinardó,Sunday,Morning,0,1,1,1,2.162639,41.412547,2017-01-15 12:00:00
481,2017-01-15 13:00:00,2017S000388    ,Eixample,Sunday,Morning,1,0,1,2,2.1697740000000003,41.395845,2017-01-15 13:00:00
4411,2017-01-15 14:00:00,2017S000390    ,Eixample,Sunday,Afternoon,1,0,1,3,2.17205,41.402646,2017-01-15 14:00:00
6588,2017-01-15 17:00:00,2017S000391    ,Ciutat Vella,Sunday,Afternoon,0,0,0,1,2.175212,41.374807,2017-01-15 17:00:00
4386,2017-01-15 19:00:00,2017S000392    ,Eixample,Sunday,Afternoon,1,0,1,2,2.176439,41.395129,2017-01-15 19:00:00
2808,2017-01-15 21:00:00,2017S000393    ,Eixample,Sunday,Afternoon,2,0,2,3,2.146027,41.388189,2017-01-15 21:00:00
7560,2017-01-16 07:00:00,2017S000394    ,Horta-Guinardó,Monday,Morning,1,0,1,1,2.17417,41.417668,2017-01-16 07:00:00
942,2017-01-16 08:00:00,2017S000402    ,Sarrià-Sant Gervasi,Monday,Morning,1,0,1,2,2.133839,41.414407,2017-01-16 08:00:00
1261,2017-01-16 09:00:00,2017S000401    ,Sant Martí,Monday,Morning,1,0,1,2,2.17624,41.411588,2017-01-16 09:00:00
1223,2017-01-16 11:00:00,2017S000408    ,Sant Andreu,Monday,Morning,3,0,3,2,2.200222,41.442748,2017-01-16 11:00:00
2175,2017-01-16 12:00:00,2017S000411    ,Sarrià-Sant Gervasi,Monday,Morning,1,0,1,1,2.134193,41.40291,2017-01-16 12:00:00
4482,2017-01-16 14:00:00,2017S000412    ,Sants-Montjuïc,Monday,Afternoon,3,0,3,2,2.143681,41.344577,2017-01-16 14:00:00
925,2017-01-16 15:00:00,2017S000421    ,Sarrià-Sant Gervasi,Monday,Afternoon,1,0,1,2,2.1328240000000003,41.396814,2017-01-16 15:00:00
3528,2017-01-16 16:00:00,2017S000417    ,Gràcia,Monday,Afternoon,2,0,2,1,2.155837,41.40898,2017-01-16 16:00:00
6902,2017-01-16 17:00:00,2017S000420    ,Eixample,Monday,Afternoon,1,0,1,2,2.172027,41.394139,2017-01-16 17:00:00
3100,2017-01-16 18:00:00,2017S000423    ,Eixample,Monday,Afternoon,1,0,1,2,2.17767,41.396151,2017-01-16 18:00:00
3556,2017-01-16 19:00:00,2017S000427    ,Horta-Guinardó,Monday,Afternoon,1,0,1,3,2.150385,41.421976,2017-01-16 19:00:00
3869,2017-01-16 20:00:00,2017S000429    ,Sant Martí,Monday,Afternoon,3,0,3,2,2.207263,41.415287,2017-01-16 20:00:00
9965,2017-01-17 07:00:00,2017S000433    ,Sarrià-Sant Gervasi,Tuesday,Morning,1,0,1,3,2.117354,41.404997,2017-01-17 07:00:00
3931,2017-01-17 08:00:00,2017S000436    ,Sant Martí,Tuesday,Morning,0,0,0,1,2.186871,41.394758,2017-01-17 08:00:00
1338,2017-01-17 09:00:00,2017S000437    ,Sant Martí,Tuesday,Morning,1,0,1,2,2.201634,41.414447,2017-01-17 09:00:00
6289,2017-01-17 10:00:00,2017S000441    ,Nou Barris,Tuesday,Morning,1,0,1,2,2.188333,41.448799,2017-01-17 10:00:00
3677,2017-01-17 11:00:00,2017S000452    ,Nou Barris,Tuesday,Morning,2,0,2,2,2.174038,41.43819600000001,2017-01-17 11:00:00
402,2017-01-17 12:00:00,2017S000447    ,Eixample,Tuesday,Morning,1,0,1,3,2.157337,41.386477,2017-01-17 12:00:00
7909,2017-01-17 13:00:00,2017S000458    ,Sant Martí,Tuesday,Morning,1,0,1,2,2.195536,41.38997,2017-01-17 13:00:00
127,2017-01-17 14:00:00,2017S000456    ,Sant Martí,Tuesday,Afternoon,1,0,1,2,2.189735,41.396734,2017-01-17 14:00:00
5071,2017-01-17 15:00:00,2017S000467    ,Unknown,Tuesday,Afternoon,1,0,1,4,2.151883,41.328179,2017-01-17 15:00:00
198,2017-01-17 16:00:00,2017S000459    ,Ciutat Vella,Tuesday,Afternoon,1,0,1,1,2.186597,41.388181,2017-01-17 16:00:00
5261,2017-01-17 17:00:00,2017S000463    ,Ciutat Vella,Tuesday,Afternoon,1,0,1,1,2.181336,41.380848,2017-01-17 17:00:00
2216,2017-01-17 18:00:00,2017S000465    ,Gràcia,Tuesday,Afternoon,1,0,1,1,2.149959,41.403044,2017-01-17 18:00:00
3415,2017-01-17 21:00:00,2017S000473    ,Sarrià-Sant Gervasi,Tuesday,Afternoon,1,0,1,1,2.119355,41.400611,2017-01-17 21:00:00
1492,2017-01-17 22:00:00,2017S000475    ,Eixample,Tuesday,Night,1,0,1,2,2.15008,41.383418,2017-01-17 22:00:00
9926,2017-01-18 01:00:00,2017S000474    ,Sarrià-Sant Gervasi,Wednesday,Night,1,0,1,2,2.140721,41.40442,2017-01-18 01:00:00
9859,2017-01-18 06:00:00,2017S000476    ,Les Corts,Wednesday,Morning,1,0,1,2,2.110223,41.391981,2017-01-18 06:00:00
1983,2017-01-18 09:00:00,2017S000479    ,Les Corts,Wednesday,Morning,1,0,1,2,2.1326080000000003,41.389624,2017-01-18 09:00:00
325,2017-01-18 10:00:00,2017S000482    ,Eixample,Wednesday,Morning,1,0,1,2,2.163202,41.392469,2017-01-18 10:00:00
2883,2017-01-18 12:00:00,2017S000484    ,Eixample,Wednesday,Morning,1,0,1,3,2.15998,41.393601,2017-01-18 12:00:00
3538,2017-01-18 13:00:00,2017S000649    ,Gràcia,Wednesday,Morning,1,0,1,1,2.164085,41.400105,2017-01-18 13:00:00
4146,2017-01-18 15:00:00,2017S000486    ,Eixample,Wednesday,Afternoon,1,0,1,2,2.159495,41.396524,2017-01-18 15:00:00
4668,2017-01-18 16:00:00,2017S000492    ,Sarrià-Sant Gervasi,Wednesday,Afternoon,3,0,3,2,2.152091,41.399963,2017-01-18 16:00:00
2954,2017-01-18 17:00:00,2017S000491    ,Eixample,Wednesday,Afternoon,1,0,1,3,2.159259,41.391721,2017-01-18 17:00:00
7772,2017-01-18 18:00:00,2017S000493    ,Sant Martí,Wednesday,Afternoon,2,0,2,1,2.186129,41.409686,2017-01-18 18:00:00
8424,2017-01-18 19:00:00,2017S000496    ,Sants-Montjuïc,Wednesday,Afternoon,1,0,1,2,2.140762,41.368404,2017-01-18 19:00:00
2834,2017-01-18 20:00:00,2017S000497    ,Eixample,Wednesday,Afternoon,1,0,1,2,2.181133,41.402673,2017-01-18 20:00:00
8126,2017-01-18 21:00:00,2017S000498    ,Eixample,Wednesday,Afternoon,1,0,1,2,2.158902,41.389512,2017-01-18 21:00:00
779,2017-01-18 22:00:00,2017S000499    ,Les Corts,Wednesday,Night,1,0,1,2,2.1326080000000003,41.389624,2017-01-18 22:00:00
9552,2017-01-19 01:00:00,2017S000500    ,Eixample,Thursday,Night,2,0,2,2,2.150552,41.391607,2017-01-19 01:00:00
2356,2017-01-19 07:00:00,2017S000502    ,Horta-Guinardó,Thursday,Morning,1,0,1,4,2.173026,41.412178,2017-01-19 07:00:00
1243,2017-01-19 08:00:00,2017S000503    ,Sant Andreu,Thursday,Morning,1,0,1,2,2.208469,41.438066,2017-01-19 08:00:00
763,2017-01-19 09:00:00,2017S000504    ,Les Corts,Thursday,Morning,1,0,1,2,2.140353,41.383942,2017-01-19 09:00:00
341,2017-01-19 10:00:00,2017S000508    ,Eixample,Thursday,Morning,1,0,1,4,2.164111,41.395009,2017-01-19 10:00:00
2276,2017-01-19 11:00:00,2017S000510    ,Horta-Guinardó,Thursday,Morning,1,0,1,2,2.14136,41.42505300000001,2017-01-19 11:00:00
8830,2017-01-19 12:00:00,2017S000513    ,Horta-Guinardó,Thursday,Morning,1,0,1,1,2.162359,41.435248,2017-01-19 12:00:00
6523,2017-01-19 13:00:00,2017S000512    ,Sant Martí,Thursday,Morning,1,0,1,2,2.208843,41.4092,2017-01-19 13:00:00
9651,2017-01-19 15:00:00,2017S000514    ,Eixample,Thursday,Afternoon,1,0,1,2,2.180096,41.398631,2017-01-19 15:00:00
4899,2017-01-19 16:00:00,2017S000515    ,Horta-Guinardó,Thursday,Afternoon,1,0,1,2,2.157351,41.439291,2017-01-19 16:00:00
10174,2017-01-19 17:00:00,2017S000518    ,Horta-Guinardó,Thursday,Afternoon,1,0,1,2,2.155018,41.42083,2017-01-19 17:00:00
3500,2017-01-19 18:00:00,2017S000517    ,Gràcia,Thursday,Afternoon,1,0,1,2,2.147566,41.409934,2017-01-19 18:00:00
2079,2017-01-19 19:00:00,2017S000519    ,Sarrià-Sant Gervasi,Thursday,Afternoon,1,0,1,3,2.150008,41.394369,2017-01-19 19:00:00
8759,2017-01-19 20:00:00,2017S000522    ,Gràcia,Thursday,Afternoon,1,0,1,2,2.1522810000000003,41.408517,2017-01-19 20:00:00
7018,2017-01-19 22:00:00,2017S000521    ,Eixample,Thursday,Night,1,0,1,2,2.178932,41.397435,2017-01-19 22:00:00
901,2017-01-20 07:00:00,2017S000523    ,Sarrià-Sant Gervasi,Friday,Morning,1,0,1,2,2.114345,41.401554,2017-01-20 07:00:00
3298,2017-01-20 08:00:00,2017S000524    ,Les Corts,Friday,Morning,1,0,1,2,2.131004,41.381956,2017-01-20 08:00:00
532,2017-01-20 09:00:00,2017S000528    ,Eixample,Friday,Morning,2,0,2,3,2.172037,41.397542,2017-01-20 09:00:00
3645,2017-01-20 10:00:00,2017S000529    ,Horta-Guinardó,Friday,Morning,1,0,1,2,2.169062,41.411888,2017-01-20 10:00:00
47,2017-01-20 11:00:00,2017S000532    ,Sant Martí,Friday,Morning,1,0,1,2,2.186061,41.405891,2017-01-20 11:00:00
2421,2017-01-20 12:00:00,2017S000535    ,Nou Barris,Friday,Morning,1,0,1,1,2.180717,41.431594,2017-01-20 12:00:00
781,2017-01-20 13:00:00,2017S000536    ,Les Corts,Friday,Morning,1,0,1,1,2.131004,41.381956,2017-01-20 13:00:00
882,2017-01-20 14:00:00,2017S000541    ,Sarrià-Sant Gervasi,Friday,Afternoon,1,0,1,2,2.1396490000000004,41.397979,2017-01-20 14:00:00
2829,2017-01-20 15:00:00,2017S000547    ,Eixample,Friday,Afternoon,2,0,2,2,2.143645,41.390505,2017-01-20 15:00:00
2876,2017-01-20 16:00:00,2017S000545    ,Eixample,Friday,Afternoon,1,0,1,2,2.162304,41.39190900000001,2017-01-20 16:00:00
8000,2017-01-20 17:00:00,2017S000549    ,Eixample,Friday,Afternoon,1,0,1,2,2.158561,41.382137,2017-01-20 17:00:00
7633,2017-01-20 18:00:00,2017S000550    ,Nou Barris,Friday,Afternoon,1,0,1,2,2.184678,41.445877,2017-01-20 18:00:00
1285,2017-01-20 19:00:00,2017S000555    ,Sant Martí,Friday,Afternoon,1,0,1,2,2.188682,41.403765,2017-01-20 19:00:00
4940,2017-01-20 20:00:00,2017S000557    ,Horta-Guinardó,Friday,Afternoon,0,0,0,2,2.175059,41.421836,2017-01-20 20:00:00
4320,2017-01-20 21:00:00,2017S000564    ,Eixample,Friday,Afternoon,1,0,1,2,2.16229,41.390019,2017-01-20 21:00:00
6337,2017-01-20 22:00:00,2017S000562    ,Nou Barris,Friday,Night,7,0,7,3,2.18174,41.439262,2017-01-20 22:00:00
8044,2017-01-20 23:00:00,2017S000561    ,Eixample,Friday,Night,2,0,2,2,2.167508,41.39414,2017-01-20 23:00:00
5932,2017-01-21 01:00:00,2017S000566    ,Les Corts,Saturday,Night,0,0,0,1,2.116802,41.388749,2017-01-21 01:00:00
5177,2017-01-21 02:00:00,2017S000567    ,Sant Martí,Saturday,Night,0,0,0,4,2.202826,41.404978,2017-01-21 02:00:00
1142,2017-01-21 07:00:00,2017S000569    ,Nou Barris,Saturday,Morning,2,0,2,3,2.171121,41.444995,2017-01-21 07:00:00
6389,2017-01-21 08:00:00,2017S000568    ,Sant Andreu,Saturday,Morning,0,0,0,1,2.20493,41.444642,2017-01-21 08:00:00
1740,2017-01-21 12:00:00,2017S000571    ,Eixample,Saturday,Morning,1,0,1,2,2.171146,41.389691,2017-01-21 12:00:00
1080,2017-01-21 16:00:00,2017S000573    ,Horta-Guinardó,Saturday,Afternoon,1,0,1,2,2.161544,41.439925,2017-01-21 16:00:00
9600,2017-01-21 17:00:00,2017S000574    ,Eixample,Saturday,Afternoon,1,0,1,1,2.17103,41.387632,2017-01-21 17:00:00
6949,2017-01-21 19:00:00,2017S000579    ,Eixample,Saturday,Afternoon,0,0,0,3,2.169401,41.386016,2017-01-21 19:00:00
6040,2017-01-21 21:00:00,2017S000577    ,Sarrià-Sant Gervasi,Saturday,Afternoon,1,0,1,2,2.119247,41.39673,2017-01-21 21:00:00
4850,2017-01-21 22:00:00,2017S000580    ,Horta-Guinardó,Saturday,Night,1,0,1,1,2.134905,41.425019,2017-01-21 22:00:00
7020,2017-01-21 23:00:00,2017S000581    ,Eixample,Saturday,Night,1,0,1,2,2.1811990000000003,41.399111,2017-01-21 23:00:00
2891,2017-01-22 00:00:00,2017S000582    ,Eixample,Sunday,Night,1,0,1,2,2.179425,41.406485,2017-01-22 00:00:00
8447,2017-01-22 01:00:00,2017S000585    ,Sants-Montjuïc,Sunday,Night,0,0,0,1,2.136301,41.3649,2017-01-22 01:00:00
285,2017-01-22 02:00:00,2017S000584    ,Eixample,Sunday,Night,1,0,1,2,2.154055,41.380763,2017-01-22 02:00:00
5153,2017-01-22 06:00:00,2017S000586    ,Sant Martí,Sunday,Morning,4,0,4,4,2.198342,41.410089,2017-01-22 06:00:00
3874,2017-01-22 09:00:00,2017S000589    ,Sant Martí,Sunday,Morning,0,0,0,2,2.208398,41.419569,2017-01-22 09:00:00
1933,2017-01-22 10:00:00,2017S000588    ,Sants-Montjuïc,Sunday,Morning,1,0,1,2,2.1483830000000004,41.375432,2017-01-22 10:00:00
9498,2017-01-22 13:00:00,2017S000590    ,Eixample,Sunday,Morning,2,0,2,2,2.155059,41.384771,2017-01-22 13:00:00
105,2017-01-22 19:00:00,2017S000591    ,Sant Martí,Sunday,Afternoon,1,0,1,1,2.201634,41.414447,2017-01-22 19:00:00
6743,2017-01-22 20:00:00,2017S000592    ,Eixample,Sunday,Afternoon,1,1,2,1,2.165249,41.395857,2017-01-22 20:00:00
9316,2017-01-22 22:00:00,2017S000593    ,Ciutat Vella,Sunday,Night,0,0,0,1,2.178858,41.390084,2017-01-22 22:00:00
1482,2017-01-23 07:00:00,2017S000602    ,Ciutat Vella,Monday,Morning,0,0,0,1,2.178535,41.386642,2017-01-23 07:00:00
2184,2017-01-23 08:00:00,2017S000598    ,Sarrià-Sant Gervasi,Monday,Morning,1,0,1,2,2.150561,41.402254,2017-01-23 08:00:00
2254,2017-01-23 09:00:00,2017S000605    ,Gràcia,Monday,Morning,1,0,1,2,2.1623360000000003,41.410194,2017-01-23 09:00:00
158,2017-01-23 10:00:00,2017S000604    ,Sant Martí,Monday,Morning,1,0,1,2,2.21028,41.405466,2017-01-23 10:00:00
8748,2017-01-23 11:00:00,2017S000600    ,Gràcia,Monday,Morning,1,0,1,2,2.141242,41.413721,2017-01-23 11:00:00
2031,2017-01-23 13:00:00,2017S000633    ,Les Corts,Monday,Morning,0,0,0,1,2.113835,41.376989,2017-01-23 13:00:00
2983,2017-01-23 14:00:00,2017S000608    ,Eixample,Monday,Afternoon,0,0,0,2,2.167104,41.395691,2017-01-23 14:00:00
220,2017-01-23 15:00:00,2017S000606    ,Ciutat Vella,Monday,Afternoon,1,0,1,1,2.176959,41.385301,2017-01-23 15:00:00
42,2017-01-23 16:00:00,2017S000609    ,Sant Martí,Monday,Afternoon,1,0,1,2,2.185564,41.407541,2017-01-23 16:00:00
748,2017-01-23 17:00:00,2017S000611    ,Sants-Montjuïc,Monday,Afternoon,1,0,1,2,2.129219,41.375528,2017-01-23 17:00:00
76,2017-01-23 18:00:00,2017S000612    ,Sant Martí,Monday,Afternoon,1,0,1,3,2.198959,41.423403,2017-01-23 18:00:00
7789,2017-01-23 20:00:00,2017S000613    ,Sant Martí,Monday,Afternoon,1,0,1,2,2.2046900000000003,41.412124,2017-01-23 20:00:00
3450,2017-01-23 21:00:00,2017S000615    ,Sarrià-Sant Gervasi,Monday,Afternoon,1,0,1,2,2.129917,41.39251,2017-01-23 21:00:00
365,2017-01-23 22:00:00,2017S000621    ,Eixample,Monday,Night,2,0,2,2,2.161147,41.39275,2017-01-23 22:00:00
5752,2017-01-24 05:00:00,2017S000623    ,Sants-Montjuïc,Tuesday,Night,1,0,1,2,2.1707560000000004,41.372749,2017-01-24 05:00:00
2362,2017-01-24 06:00:00,2017S000624    ,Horta-Guinardó,Tuesday,Morning,1,0,1,1,2.1707,41.413929,2017-01-24 06:00:00
4469,2017-01-24 07:00:00,2017S000630    ,Sants-Montjuïc,Tuesday,Morning,3,0,3,3,2.157825,41.353001,2017-01-24 07:00:00
1234,2017-01-24 08:00:00,2017S000632    ,Sant Andreu,Tuesday,Morning,0,0,0,1,2.186531,41.432787,2017-01-24 08:00:00
9767,2017-01-24 09:00:00,2017S000629    ,Sants-Montjuïc,Tuesday,Morning,1,0,1,2,2.137642,41.36638,2017-01-24 09:00:00
6833,2017-01-24 10:00:00,2017S000631    ,Eixample,Tuesday,Morning,1,0,1,2,2.159596,41.384772,2017-01-24 10:00:00
4366,2017-01-24 11:00:00,2017S000634    ,Eixample,Tuesday,Morning,1,0,1,2,2.174292,41.399253,2017-01-24 11:00:00
3807,2017-01-24 12:00:00,2017S000635    ,Sant Martí,Tuesday,Morning,1,0,1,2,2.177505,41.412402,2017-01-24 12:00:00
1093,2017-01-24 13:00:00,2017S000638    ,Horta-Guinardó,Tuesday,Morning,1,0,1,2,2.153781,41.423028,2017-01-24 13:00:00
1291,2017-01-24 14:00:00,2017S000639    ,Sant Martí,Tuesday,Afternoon,1,0,1,2,2.191279,41.411973,2017-01-24 14:00:00
2933,2017-01-24 16:00:00,2017S000643    ,Eixample,Tuesday,Afternoon,1,0,1,2,2.151307,41.39445900000001,2017-01-24 16:00:00
2818,2017-01-24 17:00:00,2017S000645    ,Eixample,Tuesday,Afternoon,2,0,2,1,2.146009,41.386491,2017-01-24 17:00:00
8883,2017-01-24 18:00:00,2017S000646    ,Horta-Guinardó,Tuesday,Afternoon,1,0,1,2,2.168621,41.412379,2017-01-24 18:00:00
8889,2017-01-24 19:00:00,2017S000648    ,Horta-Guinardó,Tuesday,Afternoon,1,0,1,1,2.177514,41.423817,2017-01-24 19:00:00
4827,2017-01-24 21:00:00,2017S000650    ,Gràcia,Tuesday,Afternoon,3,0,3,2,2.161206,41.409054,2017-01-24 21:00:00
10230,2017-01-25 05:00:00,2017S000652    ,Nou Barris,Wednesday,Night,1,0,1,2,2.179592,41.446074,2017-01-25 05:00:00
5700,2017-01-25 06:00:00,2017S000653    ,Eixample,Wednesday,Morning,1,0,1,2,2.174377,41.407824,2017-01-25 06:00:00
4614,2017-01-25 08:00:00,2017S000654    ,Les Corts,Wednesday,Morning,1,0,1,2,2.109929,41.39048,2017-01-25 08:00:00
5682,2017-01-25 09:00:00,2017S000656    ,Sants-Montjuïc,Wednesday,Morning,1,0,1,2,2.158235,41.374811,2017-01-25 09:00:00
5093,2017-01-25 10:00:00,2017S000655    ,Sant Martí,Wednesday,Morning,1,0,1,2,2.1871720000000003,41.407432,2017-01-25 10:00:00
6677,2017-01-25 11:00:00,2017S000658    ,Eixample,Wednesday,Morning,1,0,1,2,2.152371,41.382621,2017-01-25 11:00:00
4914,2017-01-25 12:00:00,2017S000659    ,Horta-Guinardó,Wednesday,Morning,1,0,1,2,2.155189,41.423807,2017-01-25 12:00:00
7334,2017-01-25 13:00:00,2017S000661    ,Sarrià-Sant Gervasi,Wednesday,Morning,2,0,2,4,2.113402,41.400291,2017-01-25 13:00:00
3572,2017-01-25 14:00:00,2017S000664    ,Horta-Guinardó,Wednesday,Afternoon,4,0,4,2,2.12996,41.425995,2017-01-25 14:00:00
1042,2017-01-25 15:00:00,2017S000663    ,Gràcia,Wednesday,Afternoon,1,0,1,1,2.166363,41.401823,2017-01-25 15:00:00
9422,2017-01-25 19:00:00,2017S000667    ,Eixample,Wednesday,Afternoon,1,0,1,2,2.160499,41.39571,2017-01-25 19:00:00
1995,2017-01-25 20:00:00,2017S000668    ,Les Corts,Wednesday,Afternoon,1,0,1,1,2.125743,41.377504,2017-01-25 20:00:00
9264,2017-01-25 21:00:00,2017S000669    ,Ciutat Vella,Wednesday,Afternoon,1,0,1,2,2.168071,41.37976,2017-01-25 21:00:00
2328,2017-01-25 22:00:00,2017S000670    ,Horta-Guinardó,Wednesday,Night,1,0,1,2,2.157017,41.424903,2017-01-25 22:00:00
4732,2017-01-25 23:00:00,2017S000671    ,Sarrià-Sant Gervasi,Wednesday,Night,1,0,1,2,2.130475,41.399289,2017-01-25 23:00:00
842,2017-01-26 06:00:00,2017S000672    ,Les Corts,Thursday,Morning,1,0,1,2,2.116634,41.383882,2017-01-26 06:00:00
1132,2017-01-26 07:00:00,2017S000674    ,Nou Barris,Thursday,Morning,1,0,1,1,2.167819,41.437341,2017-01-26 07:00:00
627,2017-01-26 08:00:00,2017S000694    ,Eixample,Thursday,Morning,1,0,1,2,2.173914,41.404755,2017-01-26 08:00:00
1529,2017-01-26 09:00:00,2017S000689    ,Eixample,Thursday,Morning,2,0,2,2,2.160219,41.38304,2017-01-26 09:00:00
1815,2017-01-26 10:00:00,2017S000680    ,Eixample,Thursday,Morning,1,0,1,2,2.173249,41.407026,2017-01-26 10:00:00
5353,2017-01-26 11:00:00,2017S000691    ,Eixample,Thursday,Morning,1,0,1,2,2.156133,41.37997100000001,2017-01-26 11:00:00
6161,2017-01-26 12:00:00,2017S000693    ,Gràcia,Thursday,Morning,2,0,2,2,2.154443,41.397272,2017-01-26 12:00:00
6257,2017-01-26 13:00:00,2017S000695    ,Horta-Guinardó,Thursday,Morning,1,0,1,2,2.17037,41.414048,2017-01-26 13:00:00
2889,2017-01-26 14:00:00,2017S000696    ,Eixample,Thursday,Afternoon,1,0,1,2,2.161147,41.39275,2017-01-26 14:00:00
5199,2017-01-26 16:00:00,2017S000697    ,Sant Martí,Thursday,Afternoon,3,0,3,2,2.193871,41.396499,2017-01-26 16:00:00
594,2017-01-26 19:00:00,2017S000698    ,Eixample,Thursday,Afternoon,2,0,2,2,2.1846240000000003,41.401695,2017-01-26 19:00:00
2434,2017-01-26 20:00:00,2017S000702    ,Nou Barris,Thursday,Afternoon,2,0,2,1,2.173683,41.4302,2017-01-26 20:00:00
1235,2017-01-26 23:00:00,2017S000703    ,Sant Andreu,Thursday,Night,2,0,2,2,2.183701,41.430004,2017-01-26 23:00:00
2521,2017-01-27 00:00:00,2017S000706    ,Sant Andreu,Friday,Night,2,0,2,2,2.208254,41.439875,2017-01-27 00:00:00
7228,2017-01-27 01:00:00,2017S000707    ,Les Corts,Friday,Night,1,0,1,2,2.135784,41.391029,2017-01-27 01:00:00
1057,2017-01-27 06:00:00,2017S000709    ,Horta-Guinardó,Friday,Morning,1,0,1,2,2.144584,41.430611,2017-01-27 06:00:00
9167,2017-01-27 07:00:00,2017S000708    ,Sant Martí,Friday,Morning,1,0,1,2,2.198342,41.410089,2017-01-27 07:00:00
1874,2017-01-27 08:00:00,2017S000712    ,Sants-Montjuïc,Friday,Morning,1,0,1,2,2.114445,41.332491,2017-01-27 08:00:00
2879,2017-01-27 10:00:00,2017S000714    ,Eixample,Friday,Morning,1,0,1,2,2.180011,41.405225,2017-01-27 10:00:00
251,2017-01-27 11:00:00,2017S000718    ,Ciutat Vella,Friday,Morning,2,0,2,2,2.178172,41.384525,2017-01-27 11:00:00
1004,2017-01-27 12:00:00,2017S000715    ,Gràcia,Friday,Morning,1,0,1,2,2.153708,41.405356,2017-01-27 12:00:00
2332,2017-01-27 13:00:00,2017S000721    ,Horta-Guinardó,Friday,Morning,1,0,1,4,2.1562360000000003,41.427759,2017-01-27 13:00:00
2839,2017-01-27 14:00:00,2017S000725    ,Eixample,Friday,Afternoon,1,0,1,2,2.159529,41.396527,2017-01-27 14:00:00
2998,2017-01-27 15:00:00,2017S000724    ,Eixample,Friday,Afternoon,1,0,1,3,2.14793,41.391196,2017-01-27 15:00:00
45,2017-01-27 17:00:00,2017S000726    ,Sant Martí,Friday,Afternoon,2,0,2,2,2.193542,41.413696,2017-01-27 17:00:00
8359,2017-01-27 19:00:00,2017S000729    ,Sants-Montjuïc,Friday,Afternoon,1,0,1,2,2.176656,41.374429,2017-01-27 19:00:00
2051,2017-01-27 20:00:00,2017S000732    ,Les Corts,Friday,Afternoon,1,0,1,2,2.122001,41.378343,2017-01-27 20:00:00
563,2017-01-27 21:00:00,2017S000737    ,Eixample,Friday,Afternoon,1,0,1,2,2.1743080000000004,41.39755200000001,2017-01-27 21:00:00
178,2017-01-28 02:00:00,2017S000738    ,Sant Martí,Saturday,Night,0,0,0,2,2.200096,41.389776,2017-01-28 02:00:00
7267,2017-01-28 04:00:00,2017S000739    ,Les Corts,Saturday,Night,0,0,0,2,2.1085990000000003,41.38877,2017-01-28 04:00:00
1762,2017-01-28 05:00:00,2017S000741    ,Eixample,Saturday,Night,1,0,1,1,2.171146,41.389691,2017-01-28 05:00:00
6234,2017-01-28 06:00:00,2017S000740    ,Horta-Guinardó,Saturday,Morning,0,0,0,1,2.156725,41.430018,2017-01-28 06:00:00
6971,2017-01-28 08:00:00,2017S000746    ,Eixample,Saturday,Morning,1,0,1,2,2.17313,41.38859,2017-01-28 08:00:00
5051,2017-01-28 09:00:00,2017S000742    ,Sant Andreu,Saturday,Morning,1,0,1,2,2.193426,41.447055,2017-01-28 09:00:00
8173,2017-01-28 10:00:00,2017S000743    ,Eixample,Saturday,Morning,1,0,1,3,2.149086,41.392584,2017-01-28 10:00:00
3962,2017-01-28 12:00:00,2017S000744    ,Sant Martí,Saturday,Morning,0,0,0,1,2.188682,41.403765,2017-01-28 12:00:00
3481,2017-01-28 13:00:00,2017S000747    ,Sarrià-Sant Gervasi,Saturday,Morning,2,0,2,3,2.128759,41.412294,2017-01-28 13:00:00
2586,2017-01-28 14:00:00,2017S000753    ,Sant Martí,Saturday,Afternoon,1,0,1,2,2.201942,41.429867,2017-01-28 14:00:00
441,2017-01-28 15:00:00,2017S000750    ,Eixample,Saturday,Afternoon,1,0,1,2,2.159597,41.38819,2017-01-28 15:00:00
8057,2017-01-28 17:00:00,2017S000755    ,Eixample,Saturday,Afternoon,1,0,1,2,2.161465,41.397016,2017-01-28 17:00:00
8798,2017-01-28 18:00:00,2017S000756    ,Horta-Guinardó,Saturday,Afternoon,1,0,1,2,2.140479,41.42125,2017-01-28 18:00:00
5140,2017-01-28 19:00:00,2017S000757    ,Sant Martí,Saturday,Afternoon,1,0,1,2,2.211446,41.413702,2017-01-28 19:00:00
9946,2017-01-28 23:00:00,2017S000762    ,Sarrià-Sant Gervasi,Saturday,Night,1,0,1,2,2.136231,41.401256,2017-01-28 23:00:00
